id,ürün,tahmin fiyat,ürün fiyatı,1_fiyat,2_fiyat,3_fiyat
31987,Şeftali,18.481524,18.41,17.74,16.56,15.97
31988,Üzüm,20.026518,19.92,19.28,18.05,17.06
31989,Vişne,16.683964,16.63,16.24,15.43,14.35
31990,fındık,55.22085,55.34,53.98,51.5,49.59
31991,fıstık,58.17672,57.96,55.93,53.39,51.17
31992,kaju,67.585175,67.4,65.79,63.77,60.28
31993,badem,66.146126,66.83,63.64,60.21,57.01
31994,ceviz,77.6487,75.89,74.66,70.61,67.51
31995,kıyma,131.84433,144.84,138.81,131.88,124.99
31996,tavuk,46.110493,45.48,43.77,41.21,39.5
31997,hindi,37.4706,37.57,36.16,34.13,32.39
31998,Bakla-kuru,29.191254,29.15,27.87,26.7,25.45
31999,Bakla-taze,64.60003,64.64,62.22,57.69,55.1
32000,Bamya,23.213627,23.2,22.15,21.15,20.11
32001,Barbunya-kuru,22.641468,22.62,21.82,20.78,19.82
32002,Bezelye-taze,49.44137,49.22,47.64,45.59,42.67
32003,Biber-yeşil,50.927246,51.14,48.11,45.1,42.36
32004,Brüksel laha.,109.31269,103.01,98.3,92.76,87.2
32005,Domates,16.174082,16.08,15.77,14.87,14.12
32006,Enginar,47.539135,47.0,44.79,42.47,40.61
32007,Fasulye-kuru,33.68666,33.71,32.27,30.96,29.32
32008,Fasulye-taze,37.294964,37.08,35.67,34.38,32.51
32009,Havuç,35.79244,35.61,34.21,32.36,30.63
32010,Salatalık,18.874783,18.75,18.19,17.28,16.41
32011,Ispanak,51.171627,50.81,49.02,46.36,44.39
32012,Kabak,31.50075,31.51,30.18,28.9,27.32
32013,Karnabahar,38.682274,38.9,36.62,34.83,33.12
32014,Kereviz-baş,22.868637,22.76,22.0,20.98,19.9
32015,Kırmızı-pancar,27.30689,27.25,26.04,24.67,23.32
32016,Lahana,28.75606,28.8,27.74,26.31,25.17
32017,Mantar,51.02178,50.79,49.47,46.45,43.97
32018,Marul,26.107471,26.11,24.71,23.81,23.05
32019,Mercimek-kuru,20.994669,20.96,20.08,19.11,18.11
32020,Nohut,20.676474,20.61,19.72,19.2,18.26
32021,Pancar,23.658663,23.69,22.52,21.34,20.53
32022,Patates,11.747125,11.75,11.24,10.72,10.05
32023,Patlıcan,34.281147,34.28,32.76,31.74,30.5
32024,Pazı,8.489612,8.5,8.25,7.84,7.44
32025,Pırasa,11.192395,11.28,10.68,10.19,9.82
32026,Semizotu,10.776396,10.84,10.36,9.85,9.35
32027,Buğday ekmeği,2.9826908,3.07,2.91,2.75,2.64
32028,Bulgur,5.7143064,5.75,5.42,5.15,4.89
32029,Erişte,13.557122,13.58,12.97,12.37,11.99
32030,Makarna,6.314646,6.39,6.04,5.77,5.58
32031,Mısır,8.227512,8.16,7.89,7.42,7.12
32032,Mısır unu,54.084976,54.61,52.1,49.19,46.67
32033,Nişasta,20.832973,20.88,19.76,18.97,17.96
32034,Pilav,18.068474,18.03,17.46,16.55,15.78
32035,Pirinç unu,29.732676,29.64,29.01,27.93,26.34
32036,Şehriye,25.531742,25.54,24.77,23.97,22.9
32037,Tarhana,15.542287,15.55,14.9,14.11,13.26
32038,Yulaf unu,49.305237,49.62,48.55,46.18,43.26
32039,yumurta,32.05401,32.2,30.69,29.51,28.54
32040,beyaz peynir,69.507996,68.87,65.46,62.75,59.68
32041,Kaşar peyniri,63.63428,64.1,60.97,58.4,55.6
32042,krema,34.704685,34.64,33.29,31.47,29.71
32043,yoğurt,49.98463,49.69,47.44,45.03,42.6
32044,sucuk,64.08252,63.76,60.82,57.51,55.34
32045,salam,50.24023,50.55,48.28,45.9,43.6
32046,sosis,55.65607,55.81,53.03,50.22,47.56
32047,tam buğday ekmek,16.6787,16.62,15.88,14.95,14.27
32048,kaymak,61.55029,61.97,59.88,56.45,54.15
32049,bal,105.49667,111.67,109.13,103.43,98.18
32050,tereyağ,76.75665,74.03,72.26,68.39,64.94
32051,Armut,15.913315,15.87,15.1,14.33,13.69
32052,Çilek,20.57337,20.35,19.67,18.54,17.64
32053,Elma,25.464914,25.53,24.35,23.62,22.6
32054,Erik türleri,28.45494,28.36,27.27,26.12,25.25
32055,İncir,16.135122,16.06,15.52,14.72,14.13
32056,Karadut,22.03342,21.86,21.08,19.46,18.81
32057,Karpuz,23.806116,23.78,23.01,21.82,20.68
32058,Kavun,30.561602,30.4,29.26,28.0,26.89
32059,Kayısı,16.20126,16.13,15.77,14.92,14.24
32060,Kiraz,23.314177,23.29,22.18,21.17,20.09
32061,Limon,13.002297,12.99,12.5,11.96,11.35
32062,Mandalina,12.86642,12.88,12.29,11.63,10.99
32063,Muz,37.47611,37.45,36.05,33.79,32.0
32064,Nar,32.214245,32.38,30.77,29.22,27.89
32065,Portakal,16.234308,16.22,15.53,14.75,13.9
32066,Şeftali,20.854666,20.81,19.9,18.53,17.58
32067,Üzüm,24.454494,24.47,24.0,23.41,22.18
32068,Vişne,16.550158,16.48,15.94,15.24,14.48
32069,fındık,53.526882,53.29,50.58,48.24,45.72
32070,fıstık,57.10751,57.41,56.11,53.38,50.29
32071,kaju,57.078335,57.13,54.69,52.06,50.59
32072,badem,63.195595,63.19,61.02,57.99,54.82
32073,ceviz,74.16212,73.5,71.03,68.71,65.82
32074,kıyma,140.93576,140.92,135.24,129.54,121.39
32075,tavuk,51.884834,52.3,50.27,47.72,45.96
32076,hindi,51.142002,51.16,49.49,46.73,44.11
32077,Bakla-kuru,29.017014,28.85,27.54,26.24,24.93
32078,Bakla-taze,52.662037,51.98,50.47,47.46,45.03
32079,Bamya,22.147388,22.02,21.35,20.27,19.3
32080,Barbunya-kuru,23.226742,23.23,22.29,21.06,19.97
32081,Bezelye-taze,50.066032,49.97,47.61,45.54,43.25
32082,Biber-yeşil,56.271656,56.14,53.91,50.7,47.27
32083,Brüksel laha.,95.22652,93.41,88.39,84.63,79.92
32084,Domates,16.857553,16.93,15.98,15.44,14.63
32085,Enginar,50.387615,50.7,48.42,46.1,44.06
32086,Fasulye-kuru,37.28582,37.45,36.18,34.33,32.73
32087,Fasulye-taze,37.7151,37.46,36.25,34.59,32.5
32088,Havuç,33.2892,33.21,31.7,30.52,29.39
32089,Salatalık,19.584179,19.63,18.69,17.74,16.72
32090,Ispanak,49.12815,48.78,46.28,44.58,43.05
32091,Kabak,33.746593,33.51,32.52,31.08,29.7
32092,Karnabahar,30.946974,30.85,30.29,28.8,27.41
32093,Kereviz-baş,27.747112,27.68,26.33,25.07,23.6
32094,Kırmızı-pancar,24.304634,24.39,23.28,22.28,20.73
32095,Lahana,27.9452,27.71,26.68,24.99,23.89
32096,Mantar,56.720455,57.37,53.71,51.02,48.91
32097,Marul,23.419239,23.36,22.4,21.53,20.52
32098,Mercimek-kuru,20.73124,20.69,20.08,19.31,18.21
32099,Nohut,19.154781,19.19,18.26,17.25,16.13
32100,Pancar,32.482872,32.56,31.06,29.51,27.8
32101,Patates,12.03176,11.99,11.47,10.71,10.31
32102,Patlıcan,34.62933,34.73,33.41,32.37,31.02
32103,Pazı,8.035908,8.11,7.71,7.3,6.87
32104,Pırasa,12.02906,11.97,11.56,11.17,10.65
32105,Semizotu,11.843148,11.83,11.35,10.8,10.07
32106,Buğday ekmeği,3.1544929,3.17,3.06,2.88,2.75
32107,Bulgur,5.720978,5.75,5.54,5.29,5.02
32108,Erişte,14.350636,14.4,13.77,13.16,12.22
32109,Makarna,6.0843387,6.14,5.8,5.47,5.21
32110,Mısır,8.090192,8.11,7.79,7.53,7.16
32111,Mısır unu,49.402027,49.64,46.86,44.19,42.12
32112,Nişasta,21.268635,21.24,20.36,19.33,18.42
32113,Pilav,16.893553,16.84,16.27,15.33,14.66
32114,Pirinç unu,29.617296,29.53,28.27,26.66,25.31
32115,Şehriye,30.370314,30.5,29.09,27.75,26.68
32116,Tarhana,15.330715,15.22,14.64,13.77,13.19
32117,Yulaf unu,57.699245,57.74,56.09,52.68,50.84
32118,yumurta,37.65498,37.69,35.81,34.56,32.31
32119,beyaz peynir,66.79926,66.59,63.64,60.91,58.58
32120,Kaşar peyniri,70.00925,70.12,67.46,63.49,60.79
32121,krema,37.353172,37.41,35.96,34.42,32.92
32122,yoğurt,49.950024,50.0,48.31,45.25,42.81
32123,sucuk,59.254585,58.85,57.09,54.67,52.15
32124,salam,44.31277,44.64,42.54,40.74,39.29
32125,sosis,53.795944,54.1,52.09,48.5,45.77
32126,tam buğday ekmek,17.269896,17.31,16.48,15.75,15.01
32127,kaymak,53.6084,53.74,51.89,49.06,46.6
32128,bal,108.017044,109.27,104.24,98.72,95.25
32129,tereyağ,67.96569,67.79,65.12,61.44,58.18
32130,Armut,15.615055,15.51,15.01,14.2,13.63
32131,Çilek,23.549713,23.76,22.34,21.22,20.38
32132,Elma,25.760227,25.92,24.62,23.49,22.18
32133,Erik türleri,31.684391,31.59,29.72,28.48,27.36
32134,İncir,16.832123,16.8,16.22,15.47,14.37
32135,Karadut,17.102497,17.12,16.32,15.69,14.87
32136,Karpuz,24.433586,24.26,23.35,21.93,21.02
32137,Kavun,27.700956,27.69,26.83,25.51,23.98
32138,Kayısı,16.791962,16.77,16.08,15.51,14.75
32139,Kiraz,25.147085,25.2,24.01,22.69,21.29
32140,Limon,12.686845,12.72,12.44,11.91,11.18
32141,Mandalina,14.170096,14.1,13.54,12.96,12.28
32142,Muz,32.810528,32.82,31.43,29.73,28.92
32143,Nar,39.064445,38.95,37.66,36.29,34.13
32144,Portakal,15.565642,15.55,14.94,14.15,13.57
32145,Şeftali,21.656382,21.5,20.78,19.56,18.52
32146,Üzüm,20.803791,20.82,19.73,18.76,17.83
32147,Vişne,17.232376,17.21,16.32,15.24,14.36
32148,fındık,64.20694,64.9,62.15,59.07,56.53
32149,fıstık,63.14389,63.34,61.23,59.27,56.54
32150,kaju,70.3069,70.21,66.81,62.68,59.93
32151,badem,65.13227,64.87,61.65,58.7,55.72
32152,ceviz,79.36084,77.27,75.25,71.46,68.86
32153,kıyma,139.05138,147.69,142.14,137.54,128.21
32154,tavuk,46.994366,47.23,45.56,43.15,40.64
32155,hindi,48.01681,48.14,46.55,44.34,42.51
32156,Bakla-kuru,28.927805,29.06,27.76,27.09,25.33
32157,Bakla-taze,62.806393,63.14,61.31,57.79,55.3
32158,Bamya,20.22365,20.17,19.6,18.74,17.85
32159,Barbunya-kuru,25.703167,25.58,24.71,23.07,21.73
32160,Bezelye-taze,52.110577,52.67,49.19,46.23,44.68
32161,Biber-yeşil,51.36802,51.55,49.77,46.8,44.02
32162,Brüksel laha.,102.147415,105.52,99.95,95.16,89.57
32163,Domates,14.912985,14.95,14.22,13.73,13.22
32164,Enginar,42.770794,42.65,41.26,39.64,37.33
32165,Fasulye-kuru,32.477715,32.67,31.2,29.77,28.18
32166,Fasulye-taze,35.297848,35.44,34.0,32.39,30.93
32167,Havuç,35.26176,35.49,33.34,31.93,30.11
32168,Salatalık,18.092821,18.04,17.27,16.45,15.55
32169,Ispanak,43.849552,44.02,42.29,40.48,38.47
32170,Kabak,35.03049,34.66,33.58,31.47,30.17
32171,Karnabahar,33.528145,33.49,32.2,30.7,29.4
32172,Kereviz-baş,24.714367,24.55,23.68,22.26,21.0
32173,Kırmızı-pancar,28.00144,27.9,26.81,25.08,24.11
32174,Lahana,27.421467,27.46,26.51,25.42,24.49
32175,Mantar,56.238277,55.98,53.23,50.66,48.93
32176,Marul,24.89798,25.01,23.82,22.42,21.36
32177,Mercimek-kuru,19.447075,19.42,18.88,18.03,17.39
32178,Nohut,19.818031,19.83,19.16,18.2,17.34
32179,Pancar,32.133583,32.16,30.47,29.27,28.12
32180,Patates,12.624722,12.76,12.03,11.38,10.76
32181,Patlıcan,32.397808,32.24,30.87,29.16,27.67
32182,Pazı,7.9729123,8.08,7.58,7.21,6.81
32183,Pırasa,10.404674,10.45,10.02,9.5,8.91
32184,Semizotu,10.550222,10.58,10.13,9.59,9.03
32185,Buğday ekmeği,2.934436,2.87,2.75,2.58,2.46
32186,Bulgur,6.6267214,6.72,6.38,6.02,5.77
32187,Erişte,12.945697,12.91,12.44,11.7,11.11
32188,Makarna,6.1283903,6.13,5.87,5.51,5.27
32189,Mısır,9.324392,9.3,8.98,8.65,8.25
32190,Mısır unu,46.131817,46.58,44.64,43.16,40.96
32191,Nişasta,21.013538,20.99,20.17,19.43,18.43
32192,Pilav,16.130075,16.08,15.55,14.74,14.14
32193,Pirinç unu,28.649815,28.71,27.78,26.3,25.23
32194,Şehriye,29.39938,29.21,27.87,26.53,25.02
32195,Tarhana,14.758818,14.87,14.01,13.25,12.52
32196,Yulaf unu,55.232967,55.48,54.24,50.93,48.89
32197,yumurta,34.06362,34.08,33.33,31.87,30.81
32198,beyaz peynir,67.03268,66.72,64.64,61.34,58.77
32199,Kaşar peyniri,70.13234,68.11,65.6,61.99,58.39
32200,krema,31.389318,31.45,30.21,28.9,27.15
32201,yoğurt,50.54604,50.84,48.31,46.29,44.43
32202,sucuk,64.76559,64.64,61.48,59.66,56.75
32203,salam,46.481888,46.81,44.6,42.4,40.39
32204,sosis,52.327717,52.0,50.81,47.87,44.5
32205,tam buğday ekmek,16.57568,16.52,15.98,15.05,14.49
32206,kaymak,67.06195,67.08,64.54,61.05,58.49
32207,bal,102.1972,107.79,103.42,97.73,94.55
32208,tereyağ,67.06014,67.02,64.73,61.53,58.17
32209,Armut,16.28399,16.26,15.49,14.88,14.33
32210,Çilek,20.172216,20.04,19.43,18.36,17.44
32211,Elma,25.570204,25.43,24.43,23.48,22.49
32212,Erik türleri,27.45733,27.61,26.25,24.9,23.53
32213,İncir,17.933323,17.96,17.1,16.18,15.83
32214,Karadut,19.61965,19.64,18.66,17.74,16.84
32215,Karpuz,27.046858,27.06,25.9,24.76,23.31
32216,Kavun,27.688866,27.8,26.57,25.18,23.92
32217,Kayısı,16.142004,16.15,15.25,14.77,14.13
32218,Kiraz,21.271334,21.02,20.55,19.22,18.3
32219,Limon,12.67837,12.63,12.19,11.59,10.97
32220,Mandalina,13.597959,13.55,13.2,12.52,12.02
32221,Muz,37.64959,37.69,36.03,34.04,32.74
32222,Nar,32.854897,32.74,31.8,30.28,28.86
32223,Portakal,18.161135,18.06,17.24,16.2,15.22
32224,Şeftali,19.642231,19.73,18.71,17.83,17.03
32225,Üzüm,22.77166,22.78,21.86,20.59,19.56
32226,Vişne,20.109732,20.04,19.28,18.32,17.39
32227,fındık,51.42677,51.83,49.92,46.97,44.4
32228,fıstık,70.10074,69.74,66.2,63.54,60.72
32229,kaju,62.861473,63.21,61.55,59.73,55.8
32230,badem,65.00389,65.55,62.68,58.96,55.5
32231,ceviz,83.27986,79.93,77.04,73.13,68.6
32232,kıyma,124.53903,134.55,127.43,122.44,117.39
32233,tavuk,47.290882,47.12,45.57,42.46,40.29
32234,hindi,48.908657,48.74,46.67,44.98,42.48
32235,Bakla-kuru,29.75347,29.7,28.45,26.61,25.46
32236,Bakla-taze,57.84708,58.12,55.65,52.99,50.7
32237,Bamya,19.412807,19.36,18.51,17.49,16.39
32238,Barbunya-kuru,26.429386,26.4,25.31,23.8,22.69
32239,Bezelye-taze,49.50338,49.57,46.24,43.91,41.3
32240,Biber-yeşil,53.230408,53.59,51.78,48.55,46.47
32241,Brüksel laha.,80.67469,81.92,78.31,75.14,72.66
32242,Domates,18.49135,18.4,17.81,16.87,16.11
32243,Enginar,46.337543,46.22,44.1,42.2,39.24
32244,Fasulye-kuru,34.902973,34.91,33.33,31.51,29.98
32245,Fasulye-taze,40.62106,40.4,38.85,37.45,35.81
32246,Havuç,35.19751,35.14,33.82,31.66,29.7
32247,Salatalık,17.246534,17.21,16.6,15.82,15.16
32248,Ispanak,47.59609,47.02,45.1,42.21,40.0
32249,Kabak,32.87958,32.8,31.3,29.93,29.0
32250,Karnabahar,33.94549,34.1,32.51,30.84,29.94
32251,Kereviz-baş,24.98888,24.97,23.98,22.81,21.58
32252,Kırmızı-pancar,24.098183,24.21,22.8,21.21,19.99
32253,Lahana,30.640581,30.55,29.4,27.75,26.86
32254,Mantar,64.45512,63.65,60.45,57.23,53.7
32255,Marul,31.82123,31.68,31.06,29.21,27.45
32256,Mercimek-kuru,17.631042,17.6,17.06,16.41,15.82
32257,Nohut,18.398283,18.32,17.63,16.81,15.91
32258,Pancar,28.60484,28.6,27.37,26.11,24.81
32259,Patates,11.748069,11.79,11.31,10.83,10.23
32260,Patlıcan,33.1583,32.89,31.69,29.99,29.15
32261,Pazı,8.8465805,8.97,8.43,8.02,7.64
32262,Pırasa,10.753807,10.69,10.38,9.86,9.56
32263,Semizotu,10.446081,10.46,10.0,9.59,9.2
32264,Buğday ekmeği,3.1780632,3.26,3.14,2.99,2.87
32265,Bulgur,6.5669785,6.62,6.3,5.93,5.6
32266,Erişte,16.240122,16.25,15.48,14.81,13.92
32267,Makarna,6.931399,7.0,6.63,6.28,5.96
32268,Mısır,8.290203,8.26,7.99,7.58,7.25
32269,Mısır unu,46.890854,47.17,44.63,41.57,39.57
32270,Nişasta,21.360203,21.28,20.6,19.42,18.46
32271,Pilav,17.66591,17.56,16.94,15.72,14.95
32272,Pirinç unu,29.190996,29.03,28.19,26.67,25.19
32273,Şehriye,30.993746,30.96,29.71,28.32,27.02
32274,Tarhana,15.285625,15.19,14.64,13.76,12.9
32275,Yulaf unu,58.635406,58.36,55.19,52.68,50.29
32276,yumurta,34.885174,34.7,33.1,31.59,30.29
32277,beyaz peynir,64.54546,64.67,61.18,58.3,55.54
32278,Kaşar peyniri,66.28487,66.84,63.91,60.85,57.69
32279,krema,35.795834,35.55,34.11,32.14,30.64
32280,yoğurt,56.291264,56.41,53.99,51.2,48.42
32281,sucuk,69.60464,69.18,66.4,62.36,59.23
32282,salam,48.539165,48.58,46.48,44.18,41.87
32283,sosis,47.433487,47.61,45.68,43.64,41.76
32284,tam buğday ekmek,17.027678,17.0,16.28,15.2,14.61
32285,kaymak,65.82105,66.42,64.08,61.6,58.02
32286,bal,101.881355,103.62,99.78,94.87,91.27
32287,tereyağ,71.807915,72.46,70.45,67.96,65.23
32288,Armut,16.599289,16.66,16.04,15.32,14.38
32289,Çilek,22.233585,22.24,21.41,20.48,19.63
32290,Elma,29.2866,29.17,28.19,26.66,25.38
32291,Erik türleri,25.31513,25.19,24.15,22.56,21.62
32292,İncir,15.074841,15.12,14.68,14.16,13.31
32293,Karadut,24.859764,24.85,23.69,22.47,21.22
32294,Karpuz,25.856005,25.82,24.69,23.79,22.67
32295,Kavun,27.831697,27.79,26.7,25.47,24.03
32296,Kayısı,16.656155,16.66,15.88,15.11,14.37
32297,Kiraz,22.061295,22.05,21.26,20.12,19.16
32298,Limon,14.5288315,14.6,13.81,13.01,12.5
32299,Mandalina,12.607647,12.69,12.01,11.34,10.84
32300,Muz,32.142963,32.14,31.15,29.54,27.85
32301,Nar,33.34909,33.37,32.25,31.01,29.07
32302,Portakal,16.563084,16.53,15.97,15.34,14.74
32303,Şeftali,22.91629,22.78,22.23,21.01,20.09
32304,Üzüm,20.235699,20.25,19.46,18.8,17.93
32305,Vişne,15.741351,15.7,15.0,14.03,13.22
32306,fındık,54.39382,54.13,51.37,48.8,46.31
32307,fıstık,60.521553,60.03,58.16,55.27,52.54
32308,kaju,60.9045,61.77,58.6,55.07,52.94
32309,badem,61.289146,61.45,59.8,56.29,53.19
32310,ceviz,81.04928,80.48,77.72,75.63,71.17
32311,kıyma,122.63529,126.8,121.48,116.03,111.22
32312,tavuk,45.009853,44.8,43.12,40.75,38.53
32313,hindi,46.10444,46.14,44.2,42.25,40.81
32314,Bakla-kuru,28.214054,28.29,27.16,26.0,24.87
32315,Bakla-taze,64.67061,64.66,61.46,58.52,53.78
32316,Bamya,21.083948,21.16,20.31,19.63,18.72
32317,Barbunya-kuru,23.642828,23.48,22.84,21.6,20.41
32318,Bezelye-taze,51.83273,52.03,49.79,47.63,44.65
32319,Biber-yeşil,50.975803,51.0,49.39,47.27,44.71
32320,Brüksel laha.,99.84604,101.3,99.59,94.72,89.63
32321,Domates,16.900366,16.83,16.3,15.6,14.86
32322,Enginar,51.98775,51.53,48.9,46.06,43.95
32323,Fasulye-kuru,40.113674,39.93,38.44,36.27,34.73
32324,Fasulye-taze,36.236267,36.49,34.44,33.14,31.59
32325,Havuç,31.077377,31.04,29.81,28.07,26.68
32326,Salatalık,14.48151,14.45,14.01,13.5,12.89
32327,Ispanak,51.368286,51.59,50.24,47.29,44.52
32328,Kabak,33.687542,33.51,32.57,31.24,29.38
32329,Karnabahar,33.25783,33.33,32.01,30.22,28.4
32330,Kereviz-baş,22.343122,22.28,21.45,20.06,19.33
32331,Kırmızı-pancar,28.404806,28.42,27.13,25.58,24.13
32332,Lahana,26.247036,26.33,25.14,23.95,23.21
32333,Mantar,55.134087,54.85,53.06,49.85,47.46
32334,Marul,26.264164,26.19,25.3,23.95,22.73
32335,Mercimek-kuru,23.397297,23.4,22.45,21.63,20.44
32336,Nohut,19.01055,18.91,18.41,17.5,16.54
32337,Pancar,27.105473,26.94,26.05,24.72,23.79
32338,Patates,14.771414,14.83,14.22,13.64,12.83
32339,Patlıcan,30.064919,30.18,29.18,27.39,25.73
32340,Pazı,8.231626,8.23,7.92,7.58,7.25
32341,Pırasa,11.965848,12.0,11.38,10.82,10.34
32342,Semizotu,10.542498,10.55,10.15,9.72,9.25
32343,Buğday ekmeği,3.1732059,3.26,3.14,3.0,2.86
32344,Bulgur,6.4227166,6.41,6.19,5.88,5.66
32345,Erişte,15.658991,15.7,14.92,14.21,13.5
32346,Makarna,6.282879,6.29,6.03,5.73,5.37
32347,Mısır,8.791903,8.86,8.48,8.06,7.71
32348,Mısır unu,55.105648,54.45,52.45,49.56,46.85
32349,Nişasta,19.881308,19.89,19.07,18.34,17.42
32350,Pilav,19.83286,19.81,18.77,17.69,16.7
32351,Pirinç unu,32.475643,32.64,31.08,29.88,27.83
32352,Şehriye,26.361122,26.35,25.62,24.49,23.43
32353,Tarhana,13.391882,13.32,13.21,12.6,11.97
32354,Yulaf unu,55.66582,55.97,52.57,50.22,48.49
32355,yumurta,32.002785,31.84,31.17,29.05,27.51
32356,beyaz peynir,60.137737,59.72,58.03,54.34,50.95
32357,Kaşar peyniri,71.99773,71.93,69.32,65.44,62.54
32358,krema,38.279305,38.35,36.56,34.81,33.58
32359,yoğurt,49.146328,49.35,47.02,45.18,43.35
32360,sucuk,61.80345,61.56,58.66,56.23,53.49
32361,salam,53.555996,53.73,51.68,49.05,47.54
32362,sosis,52.79488,52.72,50.61,47.96,45.4
32363,tam buğday ekmek,16.206432,16.1,15.46,14.6,13.87
32364,kaymak,60.942993,61.43,58.77,55.72,52.98
32365,bal,104.02556,108.75,104.28,99.68,94.58
32366,tereyağ,67.452934,67.93,64.58,62.12,58.96
32367,Armut,15.605356,15.58,14.88,14.15,13.48
32368,Çilek,20.875698,20.82,19.86,19.03,17.92
32369,Elma,28.676586,28.59,27.98,26.62,25.73
32370,Erik türleri,27.67981,27.77,26.21,25.13,23.94
32371,İncir,20.482538,20.29,19.78,18.5,17.62
32372,Karadut,18.918898,18.84,18.23,17.27,16.58
32373,Karpuz,28.282827,28.15,27.29,26.1,25.06
32374,Kavun,29.132267,29.19,27.34,25.83,24.76
32375,Kayısı,19.226574,19.12,18.73,17.69,16.56
32376,Kiraz,17.673336,17.69,16.92,16.46,15.56
32377,Limon,12.389769,12.43,11.96,11.44,10.78
32378,Mandalina,12.417798,12.56,11.83,11.24,10.57
32379,Muz,31.997284,32.11,30.7,29.07,27.48
32380,Nar,35.33685,35.11,34.3,32.43,30.85
32381,Portakal,15.665345,15.67,15.01,14.35,13.41
32382,Şeftali,19.940577,19.92,19.11,18.25,17.8
32383,Üzüm,22.49696,22.52,21.38,20.32,19.22
32384,Vişne,17.733925,17.65,17.07,16.15,15.28
32385,fındık,56.533333,56.28,53.41,51.03,48.33
32386,fıstık,58.04622,58.08,54.53,51.4,49.57
32387,kaju,60.336258,60.05,58.18,55.45,52.66
32388,badem,67.20562,67.02,64.84,61.04,58.0
32389,ceviz,81.91131,81.89,78.36,73.75,69.26
32390,kıyma,154.53786,164.53,157.4,149.47,140.77
32391,tavuk,46.54361,46.17,44.84,42.77,40.18
32392,hindi,46.08819,46.32,44.71,42.04,40.04
32393,Bakla-kuru,28.340433,28.2,27.1,25.39,24.81
32394,Bakla-taze,53.02154,52.76,51.01,49.3,47.21
32395,Bamya,24.21507,24.27,23.27,22.17,21.31
32396,Barbunya-kuru,27.243668,27.25,25.94,24.5,23.33
32397,Bezelye-taze,60.825893,60.79,57.61,54.71,50.97
32398,Biber-yeşil,55.981674,55.84,54.57,52.76,50.54
32399,Brüksel laha.,104.79102,105.07,101.77,96.29,91.52
32400,Domates,16.686775,16.57,15.83,14.93,14.33
32401,Enginar,42.793304,43.06,41.51,39.75,37.89
32402,Fasulye-kuru,36.779984,36.82,35.53,33.94,31.69
32403,Fasulye-taze,43.337143,43.36,41.39,39.73,37.76
32404,Havuç,33.29796,33.2,31.87,29.94,28.98
32405,Salatalık,17.727476,17.64,17.01,16.16,15.23
32406,Ispanak,45.423256,45.7,43.52,41.55,39.45
32407,Kabak,35.156765,35.25,33.83,32.09,30.56
32408,Karnabahar,37.462105,37.2,36.57,34.62,33.16
32409,Kereviz-baş,25.812098,25.87,24.64,23.01,21.99
32410,Kırmızı-pancar,24.374502,24.29,23.5,22.21,21.27
32411,Lahana,33.638737,33.73,32.45,31.2,29.56
32412,Mantar,60.75937,60.29,58.53,55.09,51.95
32413,Marul,29.867558,29.74,28.54,26.97,25.84
32414,Mercimek-kuru,18.947447,18.95,17.95,17.15,16.25
32415,Nohut,18.563091,18.53,17.85,16.86,16.02
32416,Pancar,32.41681,32.45,31.53,30.16,28.76
32417,Patates,12.88417,12.9,12.33,11.9,11.3
32418,Patlıcan,28.13129,28.16,27.4,26.42,25.05
32419,Pazı,9.451203,9.56,9.0,8.51,8.05
32420,Pırasa,12.518626,12.48,12.08,11.52,10.94
32421,Semizotu,11.951872,11.93,11.44,10.91,10.3
32422,Buğday ekmeği,2.9482837,2.92,2.82,2.7,2.59
32423,Bulgur,6.1626787,6.1,5.9,5.61,5.3
32424,Erişte,14.17015,14.22,13.47,12.69,12.12
32425,Makarna,6.1347938,6.03,5.91,5.57,5.28
32426,Mısır,8.661178,8.71,8.28,7.95,7.53
32427,Mısır unu,58.091415,58.28,56.11,53.22,49.77
32428,Nişasta,20.040222,19.94,19.04,17.86,17.14
32429,Pilav,15.49352,15.54,14.94,14.23,13.22
32430,Pirinç unu,29.93301,29.85,28.97,27.64,26.23
32431,Şehriye,27.417603,27.56,26.2,24.99,23.7
32432,Tarhana,14.463343,14.49,13.82,12.95,12.4
32433,Yulaf unu,54.627014,54.82,51.68,49.5,47.93
32434,yumurta,31.177223,31.02,29.64,28.15,27.37
32435,beyaz peynir,75.13942,73.25,71.39,67.32,63.97
32436,Kaşar peyniri,56.820812,56.7,54.96,52.01,49.4
32437,krema,34.120808,33.87,32.55,31.04,29.54
32438,yoğurt,44.20241,44.2,42.33,40.54,38.88
32439,sucuk,63.228844,62.87,60.27,57.84,54.54
32440,salam,53.82976,53.66,51.35,48.48,45.49
32441,sosis,48.465652,48.25,46.26,44.02,42.39
32442,tam buğday ekmek,16.419226,16.35,15.84,15.39,14.8
32443,kaymak,65.35589,64.32,62.17,58.54,55.65
32444,bal,103.42896,113.9,108.1,103.93,98.47
32445,tereyağ,75.37008,71.79,70.34,66.1,62.51
32446,Armut,16.52475,16.52,16.03,15.29,14.56
32447,Çilek,21.292994,21.24,20.45,19.26,18.15
32448,Elma,24.408426,24.28,23.4,22.27,21.29
32449,Erik türleri,26.962465,26.75,26.02,24.3,23.56
32450,İncir,16.657585,16.61,16.09,15.35,14.49
32451,Karadut,21.061062,20.99,19.99,19.12,18.27
